Age,Gender,Country,family_history,work_interfere,no_employees,remote_work,tech_company,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_vs_physical,obs_consequence
37,Male,United Kingdom,Yes,Rarely,Unknown,No,Yes,No,No,Yes,Somewhat easy,Yes,No,Some of them,No,Yes
24,Male,United States,No,Never,Unknown,No,Yes,No,Don't know,Don't know,Very easy,Maybe,No,Some of them,Yes,No
29,Male,Germany,Yes,Sometimes,26-100,No,Yes,No,No,Don't know,Very easy,Maybe,No,Some of them,Don't know,No
34,Female,United States,No,Sometimes,Unknown,No,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,No
27,Female,United States,No,Sometimes,100-500,No,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No
33,Male,United States,No,Never,More than 1000,No,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No
22,Male,Australia,Yes,Sometimes,Unknown,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,Yes
37,Male,United States,Yes,Sometimes,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
24,Male,United Kingdom,Yes,Often,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
36,Male,United States,No,Sometimes,More than 1000,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,Yes
33,Male,United States,Yes,Often,More than 1000,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No
29,Male,United Kingdom,No,Sometimes,100-500,No,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,No,No
34,Male,United States,No,Never,Unknown,Yes,Yes,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Don't know,No
34,Male,United States,No,Rarely,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
30,Male,United States,Yes,Never,100-500,No,Yes,No,Don't know,Don't know,Very easy,No,No,Some of them,Don't know,No
23,Male,Canada,No,Sometimes,Unknown,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Don't know,No
37,Female,United States,No,Often,Unknown,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,Yes
32,Male,United States,No,Sometimes,26-100,No,Yes,Yes,Don't know,Yes,Don't know,No,No,Some of them,Don't know,No
33,Male,United States,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No
31,Male,South Africa,No,Never,100-500,Yes,Yes,No,No,No,Don't know,No,No,Some of them,No,No
30,Male,United States,No,Often,Unknown,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No
34,Male,United States,No,Sometimes,26-100,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No
23,Male,United Kingdom,No,Never,26-100,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Yes
29,Female,United States,No,Never,500-1000,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Don't know,No
42,Male,United States,No,Rarely,More than 1000,No,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No
29,Female,United States,Yes,Rarely,26-100,No,Yes,No,No,Don't know,Somewhat easy,No,No,Yes,Don't know,No
21,Male,Germany,No,Rarely,Unknown,Yes,Yes,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,No,No
44,Female,United States,No,Never,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,Don't know,No
29,Female,Australia,Yes,Sometimes,More than 1000,No,No,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,No,Yes
36,Male,United States,No,Sometimes,100-500,Yes,Yes,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No
31,Male,United States,No,Never,Unknown,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No
27,Male,Australia,No,Often,100-500,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,Yes
32,Male,Canada,No,Sometimes,26-100,Yes,Yes,No,No,Yes,Very difficult,Yes,Maybe,Some of them,No,Yes
29,Female,Canada,No,Rarely,More than 1000,Yes,No,Yes,Don't know,Yes,Somewhat easy,No,No,No,Don't know,No
29,Male,United States,Yes,Sometimes,100-500,No,Yes,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,No
29,Male,Canada,No,Often,Unknown,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,No,Don't know,No
29,Male,United States,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No
32,Male,United States,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No
36,Male,South Africa,Yes,Often,100-500,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No
32,Male,United Kingdom,No,Never,Unknown,No,Yes,No,No,Don't know,Don't know,No,No,Yes,Yes,No
28,Male,Australia,No,Often,100-500,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No
34,Male,United States,No,Often,Unknown,No,Yes,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No
30,Male,Australia,No,Sometimes,26-100,No,Yes,No,No,Don't know,Very easy,No,No,Some of them,Don't know,No
30,Male,United States,No,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Don't know,No
41,Male,United States,No,Often,Unknown,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Don't know,No
43,Male,Germany,No,Sometimes,26-100,No,No,Don't know,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,Yes
23,Male,United States,Yes,Sometimes,100-500,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No
23,Male,Sweden,No,Rarely,Unknown,No,Yes,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No
23,Male,United States,No,Often,26-100,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No
39,Male,United Kingdom,No,Sometimes,500-1000,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Don't know,No
40,Male,United States,No,Sometimes,26-100,No,Yes,No,No,Yes,Very difficult,No,No,Yes,No,No
32,Male,United Kingdom,No,Rarely,500-1000,No,Yes,No,No,Don't know,Don't know,Yes,No,No,Don't know,No
33,Male,Italy,No,Never,Unknown,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No
27,Male,United Kingdom,No,Rarely,More than 1000,Yes,No,No,Yes,Don't know,Don't know,No,No,Some of them,Don't know,No
31,Male,United Kingdom,Yes,Sometimes,Unknown,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Yes,No
36,Male,United States,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No
31,Male,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Maybe,Some of them,Yes,No
27,Male,United States,Yes,Rarely,26-100,No,Yes,No,No,Yes,Don't know,Maybe,No,No,Don't know,No
23,Male,United States,Yes,Sometimes,Unknown,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,Don't know,No
30,Male,United States,Yes,Never,100-500,No,Yes,Don't know,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,No
30,Female,United States,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,Yes,No
33,Female,United States,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Don't know,No
23,Female,India,Yes,Sometimes,More than 1000,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Don't know,No
41,Male,United States,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No
23,Male,United Kingdom,No,Sometimes,Unknown,No,Yes,No,No,Don't know,Very difficult,Maybe,No,Yes,No,Yes
32,Male,United Kingdom,Yes,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Don't know,No,No,Yes,Yes,No
46,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,Yes
31,Female,United States,Yes,Often,26-100,No,Yes,No,No,No,Very difficult,Yes,No,No,No,Yes
28,Female,United States,No,Rarely,More than 1000,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Don't know,No
43,Male,United States,No,Sometimes,Unknown,No,Yes,No,No,Don't know,Somewhat easy,No,No,Yes,Don't know,No
25,Male,United States,Yes,Sometimes,26-100,No,Yes,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Don't know,No
21,Male,Canada,No,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No
35,Male,United States,Yes,Rarely,Unknown,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Don't know,No
31,Male,United States,No,Never,More than 1000,No,Yes,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Don't know,No
36,Male,United States,No,Rarely,500-1000,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Don't know,No
43,Male,United States,No,Sometimes,Unknown,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No
30,Male,Ireland,No,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,No,No
28,Male,Poland,No,Rarely,Unknown,Yes,Yes,No,No,Don't know,Don't know,No,No,Yes,Yes,No
35,Male,Canada,Yes,Sometimes,26-100,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No
35,Male,United States,No,Rarely,100-500,No,Yes,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Don't know,No
21,Male,United States,Yes,Never,More than 1000,No,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Don't know,Yes
